"","Ensbl","chr","DMRstart","DMRend","chrom","gene_start","gene_end","distance_relhg38","label","hgnc_symbol","entrezgene","description","chromosome_name","start_position","end_position"
"1087","ENSG00000124302","chr19",33762472,33762797,"chr19",33621955,33773509,0,"DMR Genes","CHST8",64377,"carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]","19",33621955,33773509
"1088","ENSG00000124302","chr19",33667401,33668279,"chr19",33621955,33773509,0,"DMR Genes","CHST8",64377,"carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]","19",33621955,33773509
"1089","ENSG00000124313","chrX",53237433,53238216,"chrX",53225828,53321328,0,"DMR Genes","IQSEC2",23096,"IQ motif and Sec7 domain 2 [Source:HGNC Symbol;Acc:HGNC:29059]","X",53225828,53321350
"1090","ENSG00000124422","chr17",21024102,21024417,"chr17",20999593,21043760,0,"DMR Genes","USP22",23326,"ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]","17",20999593,21043760
"1091","ENSG00000124466","chr19",43464358,43465623,"chr19",43460787,43465660,0,"DMR Genes","LYPD3",27076,"LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]","19",43460787,43465660
"1092","ENSG00000124493","chr6",34131600,34132629,"chr6",34018645,34155622,0,"DMR Genes","GRM4",2914,"glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]","6",34018645,34155622
"1093","ENSG00000124493","chr6",34055906,34056043,"chr6",34018645,34155622,0,"DMR Genes","GRM4",2914,"glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]","6",34018645,34155622
"1094","ENSG00000124507","chr6",34484967,34485694,"chr6",34466061,34535231,0,"DMR Genes","PACSIN1",29993,"protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570]","6",34466061,34535231
"1095","ENSG00000124767","chr6",38678715,38679431,"chr6",38675925,38703141,0,"DMR Genes","GLO1",2739,"glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323]","6",38675925,38703141
"1096","ENSG00000124782","chr6",7145805,7146561,"chr6",7107597,7251980,0,"DMR Genes","RREB1",6239,"ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]","6",7107597,7251980
"1097","ENSG00000124785","chr6",5999643,6000433,"chr6",5997999,6007605,0,"DMR Genes","NRN1",51299,"neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]","6",5997999,6007605
"1098","ENSG00000124812","chr6",49830923,49830955,"chr6",49834257,49877096,3303,"DMR Genes","CRISP1",167,"cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304]","6",49834257,49877096
"1099","ENSG00000124813","chr6",45419781,45420411,"chr6",45328157,45664349,0,"DMR Genes","RUNX2",860,"runt related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]","6",45328157,45664349
"1100","ENSG00000124831","chr2",237676615,237676916,"chr2",237627576,237813682,0,"DMR Genes","LRRFIP1",9208,"LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]","2",237627576,237813682
"1101","ENSG00000124831","chr2",237700739,237703565,"chr2",237627576,237813682,0,"DMR Genes","LRRFIP1",9208,"LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]","2",237627576,237813682
"1102","ENSG00000124920","chr11",61777745,61778387,"chr11",61752642,61788518,0,"DMR Genes","MYRF",745,"myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]","11",61752642,61788518
"1103","ENSG00000125046","chr3",8646543,8646830,"chr3",8619400,8745040,0,"DMR Genes","SSUH2",51066,"ssu-2 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:24809]","3",8619400,8745040
"1104","ENSG00000125089","chr4",8181100,8181324,"chr4",8182072,8241803,749,"DMR Genes","SH3TC1",54436,"SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]","4",8182072,8241803
"1105","ENSG00000125246","chr13",99895408,99895714,"chr13",99606669,99897134,0,"DMR Genes","CLYBL",171425,"citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355]","13",99606669,99897134
"1106","ENSG00000125246","chr13",99896499,99896576,"chr13",99606669,99897134,0,"DMR Genes","CLYBL",171425,"citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355]","13",99606669,99897134
"1107","ENSG00000125266","chr13",106528815,106529332,"chr13",106489731,106535114,0,"DMR Genes","EFNB2",1948,"ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]","13",106489731,106535662
"1108","ENSG00000125386","chr4",2696650,2696703,"chr4",2536631,2732565,0,"DMR Genes","FAM193A",8603,"family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]","4",2536631,2732565
"1109","ENSG00000125388","chr4",3041540,3042478,"chr4",2963608,3040747,-794,"DMR Genes","GRK4",2868,"G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543]","4",2963608,3040747
"1110","ENSG00000125388","chr4",3031523,3032417,"chr4",2963608,3040747,0,"DMR Genes","GRK4",2868,"G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543]","4",2963608,3040747
"1111","ENSG00000125388","chr4",2977257,2977773,"chr4",2963608,3040747,0,"DMR Genes","GRK4",2868,"G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543]","4",2963608,3040747
"1112","ENSG00000125482","chr9",132367944,132368029,"chr9",132375548,132406851,7520,"DMR Genes","TTF1",7270,"transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397]","9",132375548,132406851
"1113","ENSG00000125492","chr9",132578575,132578810,"chr9",132582185,132590266,3376,"DMR Genes","BARHL1",56751,"BarH like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953]","9",132582185,132590266
"1114","ENSG00000125741","chr19",45553813,45554477,"chr19",45527427,45602212,0,"DMR Genes","OPA3",80207,"OPA3, outer mitochondrial membrane lipid metabolism regulator [Source:HGNC Symbol;Acc:HGNC:8142]","19",45527427,45602212
"1115","ENSG00000125744","chr19",45492398,45493878,"chr19",45485289,45497061,0,"DMR Genes","RTN2",6253,"reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]","19",45485289,45497061
"1116","ENSG00000125753","chr19",45515575,45516613,"chr19",45506579,45526983,0,"DMR Genes","VASP",7408,"vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]","19",45506579,45526983
"1117","ENSG00000125820","chr20",21509004,21509803,"chr20",21511010,21514026,1208,"DMR Genes","NKX2-2",4821,"NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]","20",21511010,21514026
"1118","ENSG00000125834","chr20",2139390,2141410,"chr20",2101611,2177038,0,"DMR Genes","STK35",140901,"serine/threonine kinase 35 [Source:HGNC Symbol;Acc:HGNC:16254]","20",2101611,2177038
"1119","ENSG00000125844","chr20",17640810,17641622,"chr20",17613678,17682295,0,"DMR Genes","RRBP1",6238,"ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]","20",17613678,17682295
"1120","ENSG00000125844","chr20",17647189,17647622,"chr20",17613678,17682295,0,"DMR Genes","RRBP1",6238,"ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]","20",17613678,17682295
"1121","ENSG00000125844","chr20",17636517,17636809,"chr20",17613678,17682295,0,"DMR Genes","RRBP1",6238,"ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]","20",17613678,17682295
"1122","ENSG00000125877","chr20",3222819,3223001,"chr20",3208868,3223870,0,"DMR Genes","ITPA",3704,"inosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:6176]","20",3208868,3223870
"1123","ENSG00000125878","chr20",595680,595773,"chr20",603797,610398,8025,"DMR Genes","TCF15",6939,"transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11627]","20",603797,610398
"1124","ENSG00000125878","chr20",604250,604922,"chr20",603797,610398,0,"DMR Genes","TCF15",6939,"transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11627]","20",603797,610398
"1125","ENSG00000125898","chr20",845562,845781,"chr20",833715,857463,0,"DMR Genes","FAM110A",83541,"family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]","20",833715,857463
"1126","ENSG00000125898","chr20",847054,847872,"chr20",833715,857463,0,"DMR Genes","FAM110A",83541,"family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]","20",833715,857463
"1127","ENSG00000125954","chr14",64966269,64966692,"chr14",64914485,65061803,0,"DMR Genes","CHURC1-FNTB",100529261,"CHURC1-FNTB readthrough [Source:HGNC Symbol;Acc:HGNC:42960]","14",64914485,65061803
"1128","ENSG00000125970","chr20",34040354,34041379,"chr20",33993646,34108308,0,"DMR Genes","RALY",22913,"RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]","20",33993646,34108308
"1129","ENSG00000125971","chr20",34526041,34527207,"chr20",34516409,34540958,0,"DMR Genes","DYNLRB1",83658,"dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]","20",34516409,34540958
"1130","ENSG00000125999","chr20",33285318,33287085,"chr20",33273480,33309878,0,"DMR Genes","BPIFB1",92747,"BPI fold containing family B member 1 [Source:HGNC Symbol;Acc:HGNC:16108]","20",33273480,33309878
"1131","ENSG00000126214","chr14",103608006,103608689,"chr14",103561896,103714249,0,"DMR Genes","KLC1",3831,"kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]","14",103561896,103714249
"1132","ENSG00000126214","chr14",103694874,103695013,"chr14",103561896,103714249,0,"DMR Genes","KLC1",3831,"kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]","14",103561896,103714249
"1133","ENSG00000126214","chr14",103705312,103706355,"chr14",103561896,103714249,0,"DMR Genes","KLC1",3831,"kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]","14",103561896,103714249
"1134","ENSG00000126215","chr14",103705312,103706355,"chr14",103697609,103715504,0,"DMR Genes","XRCC3",7517,"X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830]","14",103697609,103715504
"1135","ENSG00000126216","chr13",112539392,112539955,"chr13",112485005,112588167,0,"DMR Genes","TUBGCP3",10426,"tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]","13",112485005,112588205
"1136","ENSG00000126217","chr13",112994278,112994395,"chr13",112894378,113099739,0,"DMR Genes","MCF2L",23263,"MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]","13",112894378,113099739
"1137","ENSG00000126217","chr13",113102364,113102757,"chr13",112894378,113099739,-2626,"DMR Genes","MCF2L",23263,"MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]","13",112894378,113099739
"1138","ENSG00000126217","chr13",112982205,112982896,"chr13",112894378,113099739,0,"DMR Genes","MCF2L",23263,"MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]","13",112894378,113099739
"1139","ENSG00000126217","chr13",113042621,113043010,"chr13",112894378,113099739,0,"DMR Genes","MCF2L",23263,"MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]","13",112894378,113099739
"1140","ENSG00000126217","chr13",113013426,113013697,"chr13",112894378,113099739,0,"DMR Genes","MCF2L",23263,"MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]","13",112894378,113099739
"1141","ENSG00000126226","chr13",113184869,113185392,"chr13",113177539,113208715,0,"DMR Genes","PCID2",55795,"PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653]","13",113177539,113208715
"1142","ENSG00000126249","chr19",34422864,34423731,"chr19",34404384,34426168,0,"DMR Genes","PDCD2L",84306,"programmed cell death 2 like [Source:HGNC Symbol;Acc:HGNC:28194]","19",34404384,34426168
"1143","ENSG00000126262","chr19",35460751,35461296,"chr19",35443907,35451767,-8985,"DMR Genes","FFAR2",2867,"free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501]","19",35443907,35451767
"1144","ENSG00000126351","chr17",40071365,40071609,"chr17",40058290,40093867,0,"DMR Genes","THRA",7067,"thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]","17",40058290,40093867
"1145","ENSG00000126583","chr19",53877562,53878417,"chr19",53879190,53907652,774,"DMR Genes","PRKCG",5582,"protein kinase C gamma [Source:HGNC Symbol;Acc:HGNC:9402]","19",53879190,53907652
"1146","ENSG00000126602","chr16",3674805,3675232,"chr16",3651639,3717597,0,"DMR Genes","TRAP1",10131,"TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]","16",3651639,3717597
"1147","ENSG00000126778","chr14",60655420,60655473,"chr14",60643415,60658259,0,"DMR Genes","SIX1",6495,"SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]","14",60643415,60658259
"1148","ENSG00000126787","chr14",55191152,55193050,"chr14",55148112,55191678,0,"DMR Genes","DLGAP5",9787,"DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]","14",55148112,55191678
"1149","ENSG00000126883","chr9",131164208,131164380,"chr9",131125561,131234670,0,"DMR Genes","NUP214",8021,"nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064]","9",131125561,131234670
"1150","ENSG00000126953","chrX",101348573,101348812,"chrX",101345661,101349196,0,"DMR Genes","TIMM8A",1678,"translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]","X",101345659,101349196
"1151","ENSG00000126970","chrX",65035372,65035471,"chrX",64915802,65034713,-660,"DMR Genes","ZC4H2",55906,"zinc finger C4H2-type containing [Source:HGNC Symbol;Acc:HGNC:24931]","X",64915802,65034713
"1152","ENSG00000127054","chr1",1321356,1322321,"chr1",1311585,1324691,0,"DMR Genes","INTS11",54973,"integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]","1",1311585,1324691
"1153","ENSG00000127124","chr1",41579033,41580170,"chr1",41506365,42035925,0,"DMR Genes","HIVEP3",59269,"human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]","1",41506365,42035925
"1154","ENSG00000127124","chr1",41648540,41649175,"chr1",41506365,42035925,0,"DMR Genes","HIVEP3",59269,"human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]","1",41506365,42035925
"1155","ENSG00000127124","chr1",41723366,41724117,"chr1",41506365,42035925,0,"DMR Genes","HIVEP3",59269,"human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]","1",41506365,42035925
"1156","ENSG00000127152","chr14",99197698,99198110,"chr14",99169287,99271524,0,"DMR Genes","BCL11B",64919,"B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222]","14",99169287,99271524
"1157","ENSG00000127415","chr4",999587,999699,"chr4",986997,1004506,0,"DMR Genes","IDUA",3425,"iduronidase, alpha-L- [Source:HGNC Symbol;Acc:HGNC:5391]","4",986997,1004506
"1158","ENSG00000127415","chr4",992298,992857,"chr4",986997,1004506,0,"DMR Genes","IDUA",3425,"iduronidase, alpha-L- [Source:HGNC Symbol;Acc:HGNC:5391]","4",986997,1004506
"1159","ENSG00000127483","chr1",20750962,20752363,"chr1",20742661,20787323,0,"DMR Genes","HP1BP3",50809,"heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]","1",20742661,20787323
"1160","ENSG00000127540","chr19",1603875,1604718,"chr19",1597172,1605490,0,"DMR Genes","UQCR11",10975,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]","19",1597172,1605490
"1161","ENSG00000127561","chr16",1991408,1991635,"chr16",1989660,1994275,0,"DMR Genes","SYNGR3",9143,"synaptogyrin 3 [Source:HGNC Symbol;Acc:HGNC:11501]","16",1989660,1994275
"1162","ENSG00000127603","chr1",39115525,39120032,"chr1",39081316,39487177,0,"DMR Genes","MACF1",643314,"microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]","1",39081316,39487177
"1163","ENSG00000127603","chr1",39115525,39120032,"chr1",39081316,39487177,0,"DMR Genes","MACF1",23499,"microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]","1",39081316,39487177
"1164","ENSG00000127616","chr19",11042502,11043220,"chr19",10961001,11065395,0,"DMR Genes","SMARCA4",6597,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]","19",10960825,11079426
"1165","ENSG00000127663","chr19",5121143,5121468,"chr19",4969113,5153595,0,"DMR Genes","KDM4B",23030,"lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136]","19",4969113,5153595
"1166","ENSG00000127663","chr19",5037344,5037897,"chr19",4969113,5153595,0,"DMR Genes","KDM4B",23030,"lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136]","19",4969113,5153595
"1167","ENSG00000127663","chr19",4977213,4977488,"chr19",4969113,5153595,0,"DMR Genes","KDM4B",23030,"lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136]","19",4969113,5153595
"1168","ENSG00000127663","chr19",5068787,5069365,"chr19",4969113,5153595,0,"DMR Genes","KDM4B",23030,"lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136]","19",4969113,5153595
"1169","ENSG00000127743","chr5",149385437,149385943,"chr5",149371324,149404202,0,"DMR Genes","IL17B",27190,"interleukin 17B [Source:HGNC Symbol;Acc:HGNC:5982]","5",149371324,149404202
"1170","ENSG00000127928","chr7",93870216,93870624,"chr7",93591573,93911265,0,"DMR Genes","GNGT1",2792,"G protein subunit gamma transducin 1 [Source:HGNC Symbol;Acc:HGNC:4411]","7",93591573,93911265
"1171","ENSG00000127946","chr7",75740865,75741105,"chr7",75533300,75738962,-1904,"DMR Genes","HIP1",3092,"huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]","7",75533300,75738962
"1172","ENSG00000127946","chr7",75559656,75560038,"chr7",75533300,75738962,0,"DMR Genes","HIP1",3092,"huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]","7",75533300,75738962
"1173","ENSG00000127946","chr7",75552180,75553301,"chr7",75533300,75738962,0,"DMR Genes","HIP1",3092,"huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]","7",75533300,75738962
"1174","ENSG00000127948","chr7",75903657,75904591,"chr7",75899200,75986855,0,"DMR Genes","POR",5447,"cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]","7",75899200,75986855
"1175","ENSG00000127951","chr7",77199457,77200662,"chr7",77193371,77199848,0,"DMR Genes","FGL2",10875,"fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]","7",77193371,77199848
"1176","ENSG00000128016","chr19",39407375,39407643,"chr19",39406813,39409412,0,"DMR Genes","ZFP36",7538,"ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]","19",39406813,39409412
"1177","ENSG00000128266","chr22",23114174,23114522,"chr22",23070361,23125037,0,"DMR Genes","GNAZ",2781,"G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395]","22",23070361,23125037
"1178","ENSG00000128284","chr22",36155759,36157256,"chr22",36140330,36166177,0,"DMR Genes","APOL3",80833,"apolipoprotein L3 [Source:HGNC Symbol;Acc:HGNC:14868]","22",36140330,36166177
"1179","ENSG00000128285","chr22",40682385,40684317,"chr22",40678750,40682814,0,"DMR Genes","MCHR1",2847,"melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]","22",40678750,40682814
"1180","ENSG00000128298","chr22",38088070,38088637,"chr22",38084889,38110670,0,"DMR Genes","BAIAP2L2",80115,"BAI1 associated protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]","22",38084889,38110670
"1181","ENSG00000128309","chr22",37022392,37022776,"chr22",37019635,37029822,0,"DMR Genes","MPST",4357,"mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]","22",37019635,37029822
"1182","ENSG00000128383","chr22",38981038,38981794,"chr22",38952741,38992778,0,"DMR Genes","APOBEC3A",200315,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]","22",38952741,38992778
"1183","ENSG00000128383","chr22",38981038,38981794,"chr22",38952741,38992778,0,"DMR Genes","APOBEC3A",100913187,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]","22",38952741,38992778
"1184","ENSG00000128655","chr2",177876383,177877586,"chr2",177623252,178072755,0,"DMR Genes","PDE11A",50940,"phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]","2",177623252,178072755
"1185","ENSG00000128833","chr15",52286749,52287221,"chr15",52192322,52295798,0,"DMR Genes","MYO5C",55930,"myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]","15",52192322,52295798
"1186","ENSG00000128917","chr15",40935299,40936478,"chr15",40929340,40939072,0,"DMR Genes","DLL4",54567,"delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]","15",40929333,40939073
"1187","ENSG00000128918","chr15",58458597,58459703,"chr15",57953424,58497866,0,"DMR Genes","ALDH1A2",8854,"aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]","15",57953424,58497866
"1188","ENSG00000129007","chr15",68197244,68198334,"chr15",68190705,68206110,0,"DMR Genes","CALML4",91860,"calmodulin like 4 [Source:HGNC Symbol;Acc:HGNC:18445]","15",68190705,68206110
"1189","ENSG00000129187","chr4",182904369,182904488,"chr4",182890060,182917936,0,"DMR Genes","DCTD",1635,"dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]","4",182890060,182917936
"1190","ENSG00000129450","chr19",51123310,51125018,"chr19",51124908,51136651,0,"DMR Genes","SIGLEC9",27180,"sialic acid binding Ig like lectin 9 [Source:HGNC Symbol;Acc:HGNC:10878]","19",51124908,51136651
"1191","ENSG00000129562","chr14",22568846,22569077,"chr14",22564905,22589269,0,"DMR Genes","DAD1",1603,"defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]","14",22564905,22589269
"1192","ENSG00000129595","chr5",112203895,112204462,"chr5",112142441,112419316,0,"DMR Genes","EPB41L4A",64097,"erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]","5",112142441,112419316
"1193","ENSG00000129654","chr17",76137893,76138369,"chr17",76136333,76141299,0,"DMR Genes","FOXJ1",2302,"forkhead box J1 [Source:HGNC Symbol;Acc:HGNC:3816]","17",76136333,76141299
"1194","ENSG00000129657","chr17",77121233,77122683,"chr17",77086716,77217101,0,"DMR Genes","SEC14L1",6397,"SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]","17",77088749,77217101
"1195","ENSG00000129680","chrX",136250469,136251012,"chrX",136213220,136256482,0,"DMR Genes","MAP7D3",79649,"MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]","X",136213220,136256482
"1196","ENSG00000129682","chrX",139205034,139205282,"chrX",138614731,139222777,0,"DMR Genes","FGF13",2258,"fibroblast growth factor 13 [Source:HGNC Symbol;Acc:HGNC:3670]","X",138614731,139222777
"1197","ENSG00000129682","chrX",138995207,138996190,"chrX",138614731,139222777,0,"DMR Genes","FGF13",2258,"fibroblast growth factor 13 [Source:HGNC Symbol;Acc:HGNC:3670]","X",138614731,139222777
"1198","ENSG00000129910","chr16",89193497,89193792,"chr16",89171767,89195492,0,"DMR Genes","CDH15",1013,"cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]","16",89171767,89195492
"1199","ENSG00000129925","chr16",386919,387624,"chr16",370773,387113,0,"DMR Genes","TMEM8A",58986,"transmembrane protein 8A [Source:HGNC Symbol;Acc:HGNC:17205]","16",370773,387113
"1200","ENSG00000129946","chr19",435337,435868,"chr19",416583,460996,0,"DMR Genes","SHC2",25759,"SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869]","19",416583,460996
"1201","ENSG00000129965","chr11",2133126,2133341,"chr11",2131395,2161209,0,"DMR Genes","INS-IGF2",723961,"INS-IGF2 readthrough [Source:HGNC Symbol;Acc:HGNC:33527]","11",2132538,2161209
"1202","ENSG00000129965","chr11",2145944,2146383,"chr11",2131395,2161209,0,"DMR Genes","INS-IGF2",723961,"INS-IGF2 readthrough [Source:HGNC Symbol;Acc:HGNC:33527]","11",2132538,2161209
"1203","ENSG00000129968","chr19",1877641,1878569,"chr19",1876810,1885547,0,"DMR Genes","ABHD17A",81926,"abhydrolase domain containing 17A [Source:HGNC Symbol;Acc:HGNC:28756]","19",1876810,1885547
"1204","ENSG00000129990","chr19",55174730,55175298,"chr19",55171199,55180441,0,"DMR Genes","SYT5",6861,"synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]","19",55171199,55180441
"1205","ENSG00000130032","chrX",151708376,151709114,"chrX",151695124,151705924,-2453,"DMR Genes","PRRG3",79057,"proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]","X",151695124,151705924
"1206","ENSG00000130032","chrX",151694769,151694849,"chrX",151695124,151705924,276,"DMR Genes","PRRG3",79057,"proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]","X",151695124,151705924
"1207","ENSG00000130037","chr12",5044406,5044875,"chr12",5043989,5046788,0,"DMR Genes","KCNA5",3741,"potassium voltage-gated channel subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:6224]","12",5043989,5046788
"1208","ENSG00000130038","chr12",3752464,3752599,"chr12",3606633,3764819,0,"DMR Genes","CRACR2A",84766,"calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657]","12",3606633,3764819
"1209","ENSG00000130052","chrX",68708868,68710881,"chrX",68647666,68725842,0,"DMR Genes","STARD8",9754,"StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]","X",68647666,68725842
"1210","ENSG00000130182","chr16",3101962,3102651,"chr16",3088890,3099317,-2646,"DMR Genes","ZSCAN10",84891,"zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]","16",3088890,3099317
"1211","ENSG00000130202","chr19",44865146,44865813,"chr19",44846175,44889228,0,"DMR Genes","NECTIN2",5819,"nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]","19",44846175,44889228
"1212","ENSG00000130226","chr7",154749587,154750166,"chr7",153887097,154894285,0,"DMR Genes","DPP6",1804,"dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]","7",153887097,154894285
"1213","ENSG00000130226","chr7",154874335,154874626,"chr7",153887097,154894285,0,"DMR Genes","DPP6",1804,"dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]","7",153887097,154894285
"1214","ENSG00000130226","chr7",153933064,153933929,"chr7",153887097,154894285,0,"DMR Genes","DPP6",1804,"dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]","7",153887097,154894285
"1215","ENSG00000130227","chr8",21990464,21990813,"chr8",21919671,22006585,0,"DMR Genes","XPO7",23039,"exportin 7 [Source:HGNC Symbol;Acc:HGNC:14108]","8",21919671,22006585
