"","Ensbl","chr","DMRstart","DMRend","chrom","gene_start","gene_end","distance_relhg38","label","hgnc_symbol","entrezgene","description","chromosome_name","start_position","end_position"
"817","ENSG00000136002","chr2",131011302,131011912,"chr2",130836916,131047263,0,"DMR Genes","ARHGEF4",50649,"Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684]","2",130836916,131047263
"818","ENSG00000136010","chr12",105092559,105092748,"chr12",105019784,105084577,-7983,"DMR Genes","ALDH1L2",160428,"aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]","12",105019784,105084577
"819","ENSG00000136040","chr12",94151884,94153261,"chr12",94148723,94307675,0,"DMR Genes","PLXNC1",10154,"plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]","12",94148723,94307675
"820","ENSG00000136205","chr7",47570993,47571819,"chr7",47275154,47582558,0,"DMR Genes","TNS3",64759,"tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]","7",47275154,47582558
"821","ENSG00000136297","chr7",4930806,4931925,"chr7",4905989,4959213,0,"DMR Genes","MMD2",221938,"monocyte to macrophage differentiation associated 2 [Source:HGNC Symbol;Acc:HGNC:30133]","7",4905989,4959213
"822","ENSG00000136367","chr14",23545285,23546233,"chr14",23520855,23556192,0,"DMR Genes","ZFHX2",85446,"zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]","14",23520855,23556192
"823","ENSG00000136371","chr15",79844185,79846077,"chr15",79833585,79897379,0,"DMR Genes","MTHFS",10588,"methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]","15",79833585,79897379
"824","ENSG00000136487","chr17",63881396,63881415,"chr17",63880215,63881935,0,"DMR Genes","GH2",2689,"growth hormone 2 [Source:HGNC Symbol;Acc:HGNC:4262]","17",63880215,63881935
"825","ENSG00000136574","chr8",11739652,11740158,"chr8",11676959,11760002,0,"DMR Genes","GATA4",2626,"GATA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:4173]","8",11676959,11760002
"826","ENSG00000136643","chr1",213172527,213172720,"chr1",213051233,213274773,0,"DMR Genes","RPS6KC1",26750,"ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439]","1",213051233,213274773
"827","ENSG00000136717","chr2",127068603,127069205,"chr2",127048027,127107355,0,"DMR Genes","BIN1",274,"bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","2",127048027,127107355
"828","ENSG00000136720","chr2",128234772,128236596,"chr2",128236716,128318577,121,"DMR Genes","HS6ST1",9394,"heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]","2",128236716,128318577
"829","ENSG00000136720","chr2",128276772,128277880,"chr2",128236716,128318577,0,"DMR Genes","HS6ST1",9394,"heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]","2",128236716,128318577
"830","ENSG00000136750","chr10",26276308,26277594,"chr10",26216307,26304558,0,"DMR Genes","GAD2",2572,"glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]","10",26216307,26304558
"831","ENSG00000136802","chr9",128916161,128916231,"chr9",128882112,128918039,0,"DMR Genes","LRRC8A",56262,"leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]","9",128882112,128918039
"832","ENSG00000136816","chr9",129801580,129801704,"chr9",129803153,129811281,1450,"DMR Genes","TOR1B",27348,"torsin family 1 member B [Source:HGNC Symbol;Acc:HGNC:11995]","9",129803153,129811281
"833","ENSG00000136960","chr8",119645217,119645739,"chr8",119557086,119673453,0,"DMR Genes","ENPP2",5168,"ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]","8",119557086,119673453
"834","ENSG00000137266","chr6",3385997,3386916,"chr6",3268962,3457022,0,"DMR Genes","SLC22A23",63027,"solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106]","6",3268962,3457022
"835","ENSG00000137699","chr11",120187047,120187546,"chr11",120111275,120185529,-1519,"DMR Genes","TRIM29",23650,"tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","11",120111275,120185529
"836","ENSG00000137699","chr11",120181834,120183241,"chr11",120111275,120185529,0,"DMR Genes","TRIM29",23650,"tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","11",120111275,120185529
"837","ENSG00000137699","chr11",120169618,120170543,"chr11",120111275,120185529,0,"DMR Genes","TRIM29",23650,"tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","11",120111275,120185529
"838","ENSG00000137699","chr11",120172066,120172612,"chr11",120111275,120185529,0,"DMR Genes","TRIM29",23650,"tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","11",120111275,120185529
"839","ENSG00000137764","chr15",67806260,67806473,"chr15",67542709,67807123,0,"DMR Genes","MAP2K5",5607,"mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]","15",67542709,67807123
"840","ENSG00000137822","chr15",43387941,43388389,"chr15",43369221,43409771,0,"DMR Genes","TUBGCP4",27229,"tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]","15",43369221,43409771
"841","ENSG00000137843","chr15",40252569,40253023,"chr15",40238759,40277487,0,"DMR Genes","PAK6",106821730,"p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","15",40238759,40277487
"842","ENSG00000137843","chr15",40252569,40253023,"chr15",40238759,40277487,0,"DMR Genes","PAK6",56924,"p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","15",40238759,40277487
"843","ENSG00000137869","chr15",51335903,51335979,"chr15",51208057,51338610,0,"DMR Genes","CYP19A1",1588,"cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594]","15",51208057,51338610
"844","ENSG00000137936","chr1",93757368,93758280,"chr1",93561786,93847150,0,"DMR Genes","BCAR3",8412,"BCAR3, NSP family adaptor protein [Source:HGNC Symbol;Acc:HGNC:973]","1",93561786,93847150
"845","ENSG00000138075","chr2",43831627,43831667,"chr2",43812472,43838865,0,"DMR Genes","ABCG5",64240,"ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]","2",43812472,43838865
"846","ENSG00000138101","chr2",25590516,25591400,"chr2",25377198,25673647,0,"DMR Genes","DTNB",1838,"dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]","2",25377198,25673647
"847","ENSG00000138119","chr10",93469697,93471499,"chr10",93306429,93482317,0,"DMR Genes","MYOF",26509,"myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]","10",93306429,93482317
"848","ENSG00000138316","chr10",70693896,70694224,"chr10",70672803,70762441,0,"DMR Genes","ADAMTS14",140766,"ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]","10",70672803,70762441
"849","ENSG00000138435","chr2",174749637,174749672,"chr2",174747592,174787935,0,"DMR Genes","CHRNA1",1134,"cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]","2",174747592,174787935
"850","ENSG00000138641","chr4",88706740,88708993,"chr4",88521048,88708542,0,"DMR Genes","HERC3",8916,"HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]","4",88592423,88708542
"851","ENSG00000138964","chr22",44172819,44173061,"chr22",44172956,44219533,0,"DMR Genes","PARVG",64098,"parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654]","22",44172956,44219533
"852","ENSG00000139044","chr12",549549,551474,"chr12",460364,563509,0,"DMR Genes","B4GALNT3",283358,"beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]","12",460364,563509
"853","ENSG00000139174","chr12",42495844,42495884,"chr12",42456757,42590355,0,"DMR Genes","PRICKLE1",144165,"prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]","12",42456757,42590355
"854","ENSG00000139193","chr12",6442965,6445735,"chr12",6444867,6451718,0,"DMR Genes","CD27",939,"CD27 molecule [Source:HGNC Symbol;Acc:HGNC:11922]","12",6444867,6451718
"855","ENSG00000139200","chr12",6702926,6703843,"chr12",6693792,6700800,-2127,"DMR Genes","PIANP",196500,"PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]","12",6693792,6700800
"856","ENSG00000139219","chr12",47991756,47992974,"chr12",47972965,48004486,0,"DMR Genes","COL2A1",1280,"collagen type II alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2200]","12",47972965,48004554
"857","ENSG00000139323","chr12",89440082,89440836,"chr12",89419718,89526024,0,"DMR Genes","POC1B",282809,"POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]","12",89419718,89526024
"858","ENSG00000139436","chr12",109928593,109930142,"chr12",109929792,109996389,0,"DMR Genes","GIT2",9815,"GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]","12",109929792,109996389
"859","ENSG00000139437","chr12",109928593,109930142,"chr12",109900264,109983841,0,"DMR Genes","TCHP",84260,"trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]","12",109900264,109983841
"860","ENSG00000139445","chr12",109292055,109293383,"chr12",109277979,109309220,0,"DMR Genes","FOXN4",121643,"forkhead box N4 [Source:HGNC Symbol;Acc:HGNC:21399]","12",109277979,109309220
"861","ENSG00000139514","chr13",29580027,29582409,"chr13",29509410,29595688,0,"DMR Genes","SLC7A1",6541,"solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]","13",29509410,29595688
"862","ENSG00000139597","chr13",32409627,32410150,"chr13",32400723,32428311,0,"DMR Genes","N4BP2L1",90634,"NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]","13",32400723,32428311
"863","ENSG00000139668","chr13",51625150,51625804,"chr13",51584455,51767707,0,"DMR Genes","WDFY2",115825,"WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20482]","13",51584455,51767707
"864","ENSG00000139722","chr12",122871187,122872028,"chr12",122865328,122896444,0,"DMR Genes","VPS37B",79720,"VPS37B, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:25754]","12",122865328,122896444
"865","ENSG00000139725","chr12",121788779,121789991,"chr12",121777754,121803403,0,"DMR Genes","RHOF",54509,"ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]","12",121777754,121803403
"866","ENSG00000139832","chr13",110551357,110551578,"chr13",110523066,110561733,0,"DMR Genes","RAB20",55647,"RAB20, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18260]","13",110523066,110561733
"867","ENSG00000139890","chr14",22886534,22886666,"chr14",22883165,22887686,0,"DMR Genes","REM2",161253,"RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]","14",22883165,22887686
"868","ENSG00000140009","chr14",64213527,64214507,"chr14",64084232,64338112,0,"DMR Genes","ESR2",2100,"estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]","14",64084232,64338112
"869","ENSG00000140090","chr14",92482972,92484309,"chr14",92322581,92501483,0,"DMR Genes","SLC24A4",123041,"solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]","14",92322581,92501483
"870","ENSG00000140090","chr14",92452569,92452751,"chr14",92322581,92501483,0,"DMR Genes","SLC24A4",123041,"solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]","14",92322581,92501483
"871","ENSG00000140459","chr15",74345095,74345747,"chr15",74337759,74367740,0,"DMR Genes","CYP11A1",1583,"cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]","15",74337759,74367740
"872","ENSG00000140479","chr15",101384337,101384517,"chr15",101297142,101525202,0,"DMR Genes","PCSK6",5046,"proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]","15",101297142,101525202
"873","ENSG00000140479","chr15",101328180,101328458,"chr15",101297142,101525202,0,"DMR Genes","PCSK6",5046,"proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]","15",101297142,101525202
"874","ENSG00000140479","chr15",101379676,101380578,"chr15",101297142,101525202,0,"DMR Genes","PCSK6",5046,"proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]","15",101297142,101525202
"875","ENSG00000140521","chr15",89319380,89320070,"chr15",89305198,89334861,0,"DMR Genes","POLG",5428,"DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]","15",89305198,89334861
"876","ENSG00000140538","chr15",88084521,88085160,"chr15",87859751,88256768,0,"DMR Genes","NTRK3",4916,"neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]","15",87859751,88256768
"877","ENSG00000140600","chr15",83583200,83584796,"chr15",83447228,83618743,0,"DMR Genes","SH3GL3",6457,"SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]","15",83447228,83618743
"878","ENSG00000140682","chr16",31476636,31477269,"chr16",31471585,31477960,0,"DMR Genes","TGFB1I1",7041,"transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]","16",31471585,31477960
"879","ENSG00000140718","chr16",53822867,53823441,"chr16",53701692,54158512,0,"DMR Genes","FTO",79068,"FTO, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:24678]","16",53701692,54158512
"880","ENSG00000140795","chr16",46757178,46757800,"chr16",46703369,46790407,0,"DMR Genes","MYLK3",91807,"myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]","16",46703369,46790407
"881","ENSG00000140798","chr16",48137188,48138344,"chr16",48082973,48156018,0,"DMR Genes","ABCC12",94160,"ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]","16",48081006,48156018
"882","ENSG00000140807","chr16",50606392,50606965,"chr16",50548330,50649249,0,"DMR Genes","NKD1",85407,"naked cuticle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17045]","16",50548330,50649249
"883","ENSG00000140807","chr16",50623949,50624627,"chr16",50548330,50649249,0,"DMR Genes","NKD1",85407,"naked cuticle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17045]","16",50548330,50649249
"884","ENSG00000140836","chr16",73018927,73021226,"chr16",72782885,73144447,0,"DMR Genes","ZFHX3",463,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16",72782885,73891871
"885","ENSG00000140836","chr16",73018927,73021226,"chr16",72782885,73144447,0,"DMR Genes","ZFHX3",388289,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16",72782885,73891871
"886","ENSG00000140836","chr16",72891240,72893068,"chr16",72782885,73144447,0,"DMR Genes","ZFHX3",463,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16",72782885,73891871
"887","ENSG00000140836","chr16",72891240,72893068,"chr16",72782885,73144447,0,"DMR Genes","ZFHX3",388289,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16",72782885,73891871
"888","ENSG00000140836","chr16",72953770,72955367,"chr16",72782885,73144447,0,"DMR Genes","ZFHX3",463,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16",72782885,73891871
"889","ENSG00000140836","chr16",72953770,72955367,"chr16",72782885,73144447,0,"DMR Genes","ZFHX3",388289,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16",72782885,73891871
"890","ENSG00000140859","chr16",57855371,57856449,"chr16",57758217,57863053,0,"DMR Genes","KIFC3",3801,"kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]","16",57758217,57863053
"891","ENSG00000140931","chr16",66603578,66604174,"chr16",66603874,66613892,0,"DMR Genes","CMTM3",123920,"CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]","16",66603874,66613892
"892","ENSG00000140937","chr16",65116174,65118054,"chr16",64943753,65126112,0,"DMR Genes","CDH11",1009,"cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","16",64943753,65126112
"893","ENSG00000140943","chr16",84087644,84087825,"chr16",84053761,84116906,0,"DMR Genes","MBTPS1",8720,"membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]","16",84053761,84116906
"894","ENSG00000140943","chr16",84105537,84106723,"chr16",84053761,84116906,0,"DMR Genes","MBTPS1",8720,"membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]","16",84053761,84116906
"895","ENSG00000140945","chr16",82628065,82628342,"chr16",82626803,83800640,0,"DMR Genes","CDH13",1012,"cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]","16",82626803,83800640
"896","ENSG00000140945","chr16",83690522,83690831,"chr16",82626803,83800640,0,"DMR Genes","CDH13",1012,"cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]","16",82626803,83800640
"897","ENSG00000140945","chr16",83366400,83366566,"chr16",82626803,83800640,0,"DMR Genes","CDH13",1012,"cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]","16",82626803,83800640
"898","ENSG00000140948","chr16",87412384,87412532,"chr16",87406246,87492045,0,"DMR Genes","ZCCHC14",23174,"zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]","16",87406246,87492045
"899","ENSG00000140950","chr16",84481324,84485511,"chr16",84476421,84554033,0,"DMR Genes","TLDC1",57707,"TBC/LysM-associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29325]","16",84476421,84554033
"900","ENSG00000140961","chr16",83963715,83964690,"chr16",83948282,83966332,0,"DMR Genes","OSGIN1",29948,"oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]","16",83948282,83966332
"901","ENSG00000141012","chr16",88815731,88816291,"chr16",88813734,88856970,0,"DMR Genes","GALNS",2588,"galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]","16",88813734,88856970
"902","ENSG00000141068","chr17",27468508,27469470,"chr17",27456714,27626438,0,"DMR Genes","KSR1",8844,"kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465]","17",27456470,27626438
"903","ENSG00000141219","chr17",73248077,73248491,"chr17",73232233,73248947,0,"DMR Genes","C17orf80",55028,"chromosome 17 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:29601]","17",73232233,73248947
"904","ENSG00000141252","chr17",512284,512933,"chr17",508668,721717,0,"DMR Genes","VPS53",55275,"VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]","17",508668,721717
"905","ENSG00000141293","chr17",48433870,48434268,"chr17",48133440,48430275,-3596,"DMR Genes","SKAP1",8631,"src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]","17",48133440,48430275
"906","ENSG00000141376","chr17",61333267,61333533,"chr17",60677453,61392838,0,"DMR Genes","BCAS3",54828,"BCAS3, microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]","17",60677453,61392838
"907","ENSG00000141447","chr18",24165060,24167348,"chr18",24162044,24397880,0,"DMR Genes","OSBPL1A",114876,"oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]","18",24162044,24397880
"908","ENSG00000141448","chr18",22190892,22192149,"chr18",22169443,22202528,0,"DMR Genes","GATA6",2627,"GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]","18",22169443,22202528
"909","ENSG00000141506","chr17",8894427,8895721,"chr17",8878911,8965712,0,"DMR Genes","PIK3R5",23533,"phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]","17",8878911,8965712
"910","ENSG00000141540","chr17",74240973,74245385,"chr17",74213514,74262020,0,"DMR Genes","TTYH2",94015,"tweety family member 2 [Source:HGNC Symbol;Acc:HGNC:13877]","17",74213514,74262020
"911","ENSG00000141551","chr17",82270668,82271684,"chr17",82239023,82273731,0,"DMR Genes","CSNK1D",1453,"casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]","17",82239023,82273731
"912","ENSG00000141556","chr17",82782809,82783660,"chr17",82752064,82945922,0,"DMR Genes","TBCD",6904,"tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]","17",82752064,82945922
"913","ENSG00000141556","chr17",82876791,82877431,"chr17",82752064,82945922,0,"DMR Genes","TBCD",6904,"tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]","17",82752064,82945922
"914","ENSG00000141556","chr17",82878432,82882809,"chr17",82752064,82945922,0,"DMR Genes","TBCD",6904,"tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]","17",82752064,82945922
"915","ENSG00000141564","chr17",80941897,80941955,"chr17",80544819,80966371,0,"DMR Genes","RPTOR",57521,"regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]","17",80544819,80966371
"916","ENSG00000141564","chr17",80667677,80669113,"chr17",80544819,80966371,0,"DMR Genes","RPTOR",57521,"regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]","17",80544819,80966371
"917","ENSG00000141622","chr18",46433483,46433832,"chr18",46326809,46463140,0,"DMR Genes","RNF165",494470,"ring finger protein 165 [Source:HGNC Symbol;Acc:HGNC:31696]","18",46326809,46463140
"918","ENSG00000141837","chr19",13563202,13563400,"chr19",13206442,13633025,0,"DMR Genes","CACNA1A",107985287,"calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]","19",13206442,13633025
"919","ENSG00000141837","chr19",13563202,13563400,"chr19",13206442,13633025,0,"DMR Genes","CACNA1A",773,"calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]","19",13206442,13633025
"920","ENSG00000141867","chr19",15264927,15266307,"chr19",15235519,15332545,0,"DMR Genes","BRD4",23476,"bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]","19",15235519,15332545
"921","ENSG00000141873","chr19",2741077,2742627,"chr19",2732204,2740152,-926,"DMR Genes","SLC39A3",29985,"solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]","19",2732204,2740152
"922","ENSG00000141905","chr19",3316415,3317271,"chr19",3314403,3469217,0,"DMR Genes","NFIC",4782,"nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]","19",3314403,3469217
"923","ENSG00000141905","chr19",3403895,3404716,"chr19",3314403,3469217,0,"DMR Genes","NFIC",4782,"nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]","19",3314403,3469217
"924","ENSG00000141905","chr19",3459713,3460616,"chr19",3314403,3469217,0,"DMR Genes","NFIC",4782,"nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]","19",3314403,3469217
"925","ENSG00000141956","chr21",41801234,41801539,"chr21",41798225,41879482,0,"DMR Genes","PRDM15",63977,"PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]","21",41798225,41879482
"926","ENSG00000141968","chr19",6828642,6828724,"chr19",6772714,6857366,0,"DMR Genes","VAV1",7409,"vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]","19",6772714,6857366
"927","ENSG00000142002","chr19",4728357,4728720,"chr19",4675224,4724673,-3685,"DMR Genes","DPP9",91039,"dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]","19",4675224,4724673
"928","ENSG00000142089","chr11",327129,327553,"chr11",319669,327537,0,"DMR Genes","IFITM3",10410,"interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]","11",319669,327537
"929","ENSG00000142173","chr21",46100200,46101637,"chr21",46098097,46132849,0,"DMR Genes","COL6A2",1292,"collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]","21",46098097,46132849
"930","ENSG00000142208","chr14",104784909,104786056,"chr14",104769349,104795751,0,"DMR Genes","AKT1",207,"AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]","14",104769349,104795751
"931","ENSG00000142235","chr19",48487321,48488673,"chr19",48485271,48513189,0,"DMR Genes","LMTK3",114783,"lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]","19",48485271,48513935
"932","ENSG00000142405","chr19",53829999,53830984,"chr19",53793603,53824394,-5606,"DMR Genes","NLRP12",91662,"NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]","19",53793603,53824394
"933","ENSG00000142409","chr19",56090490,56091442,"chr19",56087366,56121280,0,"DMR Genes","ZNF787",126208,"zinc finger protein 787 [Source:HGNC Symbol;Acc:HGNC:26998]","19",56087366,56121280
"934","ENSG00000142544","chr19",51092177,51094163,"chr19",51097606,51108370,3444,"DMR Genes","CTU1",90353,"cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]","19",51097606,51108370
"935","ENSG00000142599","chr1",8382437,8382469,"chr1",8352397,8817643,0,"DMR Genes","RERE",473,"arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]","1",8352397,8817643
"936","ENSG00000142611","chr1",3159282,3159313,"chr1",3069168,3438621,0,"DMR Genes","PRDM16",63976,"PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","1",3069168,3438621
"937","ENSG00000142611","chr1",3182065,3182356,"chr1",3069168,3438621,0,"DMR Genes","PRDM16",63976,"PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","1",3069168,3438621
"938","ENSG00000142611","chr1",3120780,3122533,"chr1",3069168,3438621,0,"DMR Genes","PRDM16",63976,"PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","1",3069168,3438621
"939","ENSG00000142611","chr1",3079938,3080757,"chr1",3069168,3438621,0,"DMR Genes","PRDM16",63976,"PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","1",3069168,3438621
"940","ENSG00000142611","chr1",3431520,3431865,"chr1",3069168,3438621,0,"DMR Genes","PRDM16",63976,"PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","1",3069168,3438621
"941","ENSG00000142611","chr1",3376759,3377079,"chr1",3069168,3438621,0,"DMR Genes","PRDM16",63976,"PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","1",3069168,3438621
"942","ENSG00000142621","chr1",15347089,15347982,"chr1",15247272,15400283,0,"DMR Genes","FHAD1",114827,"forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]","1",15247272,15400283
"943","ENSG00000142910","chr1",31583786,31584453,"chr1",31576485,31587686,0,"DMR Genes","TINAGL1",64129,"tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]","1",31576485,31587686
"944","ENSG00000143061","chr1",116647701,116649617,"chr1",116574399,116667755,0,"DMR Genes","IGSF3",3321,"immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]","1",116574399,116667755
"945","ENSG00000143126","chr1",109258133,109258484,"chr1",109250019,109275750,0,"DMR Genes","CELSR2",1952,"cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]","1",109250019,109275750
